order_id,order_region_id,tran_type_id,order_status_id,customer_id,store_id,shipping_mode_id,order_date,shipping_date,real_days_for_shipping
5566,50,1,1,11177,10386,1,04-08-2015 09:08,04-11-2015 09:08,3
5567,75,1,1,8127,7767,1,04-08-2015 09:29,04-12-2015 09:29,4
5568,75,1,8,7029,6807,3,04-08-2015 09:50,4/13/2015 9:50,5
5569,53,1,1,18932,15324,1,04-08-2015 10:11,4/14/2015 10:11,6
5570,53,2,2,2884,2793,1,04-08-2015 10:32,04-10-2015 10:32,2
5571,53,4,4,2994,2892,3,04-08-2015 10:54,04-11-2015 10:54,3
5572,258,4,4,14310,12764,2,04-08-2015 11:15,04-10-2015 11:15,2
5573,1468,2,2,5614,5422,2,04-08-2015 11:36,04-10-2015 11:36,2
5574,388,1,1,1774,1046,1,04-08-2015 11:57,4/14/2015 11:57,6
5575,568,1,1,2916,2824,1,04-08-2015 13:00,04-12-2015 13:00,4
5576,2995,3,3,3256,3140,1,04-08-2015 13:42,4/14/2015 13:42,6
5577,2516,2,2,6959,6741,1,04-08-2015 14:03,04-10-2015 14:03,2
5578,385,2,2,10100,9547,1,04-08-2015 14:24,04-11-2015 14:24,3
5579,70,1,1,1405,1336,1,04-08-2015 15:06,4/13/2015 15:06,5
5580,778,2,6,641,639,1,04-08-2015 15:27,4/14/2015 15:27,6
5581,778,3,3,6891,6674,1,04-08-2015 15:48,04-10-2015 15:48,2
5582,51,3,3,647,645,1,04-08-2015 16:30,04-12-2015 16:30,4
5583,1290,1,1,16065,13942,1,04-08-2015 16:51,4/13/2015 16:51,5
5584,1290,1,8,9341,8885,1,04-08-2015 17:12,4/14/2015 17:12,6
5585,2047,1,1,5144,4971,1,04-08-2015 17:33,04-10-2015 17:33,2
5586,57,3,3,5589,5397,1,04-08-2015 17:54,04-11-2015 17:54,3
5587,2717,3,3,7321,7059,1,04-08-2015 18:15,04-12-2015 18:15,4
5588,2717,1,1,5922,5727,3,04-08-2015 18:36,4/13/2015 18:36,5
5589,2717,4,4,5453,5273,1,04-08-2015 18:57,4/14/2015 18:57,6
5590,2717,1,1,10702,10031,1,04-08-2015 19:18,04-10-2015 19:18,2
5591,2717,1,1,4688,4526,1,04-08-2015 19:39,04-11-2015 19:39,3
5592,75,1,1,5958,5763,1,04-08-2015 20:00,04-12-2015 20:00,4
5593,75,1,1,7123,6892,1,04-08-2015 20:21,4/13/2015 20:21,5
5594,75,1,1,7293,7032,1,04-08-2015 21:03,04-10-2015 21:03,2
5595,75,1,1,13868,12409,3,04-08-2015 21:24,04-11-2015 21:24,3
5596,75,4,4,5487,5301,3,04-08-2015 21:45,04-12-2015 21:45,4
5597,264,4,4,84,84,3,04-08-2015 22:48,04-10-2015 22:48,2
5598,388,2,2,73,73,1,04-08-2015 23:09,04-11-2015 23:09,3
5599,388,2,7,3458,3336,1,04-08-2015 23:30,04-12-2015 23:30,4
5600,75,1,1,4782,4620,1,04-08-2015 23:51,4/13/2015 23:51,5
5601,53,3,3,12850,11638,1,04-09-2015 00:12,4/15/2015 0:12,6
5602,53,1,1,259,259,1,04-09-2015 00:33,04-11-2015 00:33,2
5603,391,4,4,14962,13162,1,04-09-2015 00:54,04-12-2015 00:54,3
5604,391,2,6,12872,11659,1,04-09-2015 01:15,4/13/2015 1:15,4
5605,391,1,1,2742,2651,1,04-09-2015 01:36,4/14/2015 1:36,5
5606,391,1,1,6977,6758,2,04-09-2015 01:57,04-11-2015 01:57,2
5607,391,1,1,13754,12305,1,04-09-2015 02:18,04-11-2015 02:18,2
5608,391,2,2,3596,3467,1,04-09-2015 03:00,4/13/2015 3:00,4
5609,391,1,8,13775,12324,1,04-09-2015 03:21,4/14/2015 3:21,5
5610,391,2,2,14391,12834,1,04-09-2015 03:43,4/15/2015 3:43,6
5611,391,1,1,2154,2065,1,04-09-2015 04:04,04-11-2015 04:04,2
5612,391,4,4,2251,2161,1,04-09-2015 04:25,04-12-2015 04:25,3
5613,391,3,3,8540,8180,1,04-09-2015 04:46,4/13/2015 4:46,4
5614,1118,2,2,3005,2903,3,04-09-2015 05:07,4/14/2015 5:07,5
5615,1118,3,3,1484,1413,3,04-09-2015 05:28,4/15/2015 5:28,6
5616,1118,1,8,2595,2504,3,04-09-2015 05:49,04-11-2015 05:49,2
5617,77,1,1,13973,12505,1,04-09-2015 06:10,04-12-2015 06:10,3
5618,74,1,1,6703,6496,1,04-09-2015 06:31,4/13/2015 6:31,4
5619,85,2,6,14390,12833,1,04-09-2015 06:52,4/14/2015 6:52,5
5620,85,4,4,15541,13589,1,04-09-2015 07:13,4/15/2015 7:13,6
5621,85,1,8,2062,1974,1,04-09-2015 07:34,04-11-2015 07:34,2
5622,85,1,8,5277,5103,1,04-09-2015 08:37,4/14/2015 8:37,5
5623,91,1,1,2260,2170,3,04-09-2015 08:58,4/15/2015 8:58,6
5624,91,1,8,291,291,1,04-09-2015 09:19,04-11-2015 09:19,2
5625,91,1,8,16840,14291,1,04-09-2015 09:40,04-12-2015 09:40,3
5626,84,1,1,13834,12377,3,04-09-2015 10:01,4/13/2015 10:01,4
5627,84,1,1,6694,6487,1,04-09-2015 10:22,4/14/2015 10:22,5
5628,84,2,6,15811,13829,1,04-09-2015 10:43,4/15/2015 10:43,6
5629,1279,1,1,14389,9196,3,04-09-2015 11:04,04-11-2015 11:04,2
5630,1279,4,4,5210,1790,3,04-09-2015 11:25,04-12-2015 11:25,3
5631,1279,3,3,7217,6975,3,04-09-2015 11:46,4/13/2015 11:46,4
5632,388,1,1,15591,13635,1,04-09-2015 12:07,4/14/2015 12:07,5
5633,79,2,5,2283,2193,1,04-09-2015 12:28,4/15/2015 12:28,6
5634,79,1,1,4534,4373,1,04-09-2015 12:49,04-11-2015 12:49,2
5635,388,3,3,6709,6502,4,04-09-2015 13:10,04-10-2015 01:10,1
5636,2695,4,4,802,797,2,04-09-2015 13:31,04-11-2015 13:31,2
5637,2695,4,4,3996,3850,1,04-09-2015 13:52,4/14/2015 13:52,5
5638,64,1,1,1345,1279,1,04-09-2015 14:13,4/15/2015 14:13,6
5639,52,1,8,2908,2816,1,04-09-2015 14:34,04-11-2015 14:34,2
5640,1117,2,2,9786,9243,1,04-09-2015 14:55,04-12-2015 14:55,3
5641,3368,2,7,20543,16448,1,04-09-2015 15:16,4/13/2015 15:16,4
5642,3368,1,8,5353,5177,1,04-09-2015 15:37,4/14/2015 15:37,5
5643,645,3,3,12196,11248,3,04-09-2015 16:19,04-11-2015 16:19,2
5644,568,1,1,5258,5084,1,04-09-2015 16:40,04-12-2015 16:40,3
5645,59,4,4,6376,6180,1,04-09-2015 17:01,4/13/2015 17:01,4
5646,1319,1,8,10832,9822,1,04-09-2015 17:22,4/14/2015 17:22,5
5647,1319,4,4,542,540,1,04-09-2015 17:43,4/15/2015 17:43,6
5648,1319,1,1,3053,2947,3,04-09-2015 18:04,04-11-2015 18:04,2
5649,1319,2,6,7155,6918,3,04-09-2015 18:25,04-12-2015 18:25,3
5650,254,3,3,4322,4162,1,04-09-2015 18:46,4/13/2015 18:46,4
5651,1199,1,1,3147,3037,1,04-09-2015 19:07,4/14/2015 19:07,5
5652,1199,1,1,3103,2994,1,04-09-2015 19:28,4/15/2015 19:28,6
5653,387,4,4,2543,2452,1,04-09-2015 19:49,04-11-2015 19:49,2
5654,1591,2,6,3663,3529,1,04-09-2015 20:10,04-12-2015 20:10,3
5655,59,4,4,5520,5334,1,04-09-2015 20:53,4/14/2015 20:53,5
5656,391,3,3,8797,8425,1,04-09-2015 21:14,4/15/2015 21:14,6
5657,61,2,6,325,325,1,04-09-2015 21:35,04-11-2015 21:35,2
5658,61,3,3,6096,5900,1,04-09-2015 21:56,04-12-2015 21:56,3
5659,61,4,4,5228,5054,1,04-09-2015 22:59,4/15/2015 22:59,6
5660,57,1,1,3138,3028,1,04-09-2015 23:20,04-11-2015 23:20,2
5661,57,4,4,2332,2242,1,04-09-2015 23:41,04-12-2015 23:41,3
5662,57,4,4,81,81,3,04-10-2015 00:02,4/14/2015 0:02,4
5663,57,1,1,8543,8183,2,04-10-2015 00:23,04-12-2015 00:23,2
5664,57,1,1,9031,8602,2,04-10-2015 00:44,04-12-2015 00:44,2
5665,57,1,1,12780,11574,3,04-10-2015 01:05,04-12-2015 01:05,2
5666,57,2,2,8716,8355,3,04-10-2015 01:26,4/13/2015 1:26,3
5667,75,2,2,14388,12832,3,04-10-2015 01:47,4/14/2015 1:47,4
5668,75,1,8,12254,11285,3,04-10-2015 02:29,4/16/2015 2:29,6
5669,1316,4,4,7747,7427,2,04-10-2015 02:50,04-12-2015 02:50,2
5670,1316,2,6,626,624,2,04-10-2015 03:11,04-12-2015 03:11,2
5671,1335,1,8,8468,8108,2,04-10-2015 03:32,04-12-2015 03:32,2
5672,1335,1,1,7193,6951,3,04-10-2015 03:53,4/15/2015 3:53,5
5673,1521,4,9,319,319,3,04-10-2015 04:14,4/16/2015 4:14,6
5674,1521,2,6,3237,3121,1,04-10-2015 04:35,04-12-2015 04:35,2
5675,1128,2,2,3076,2968,1,04-10-2015 05:17,4/14/2015 5:17,4
5676,57,2,6,7459,7187,1,04-10-2015 05:38,4/15/2015 5:38,5
5677,57,4,9,12949,11728,1,04-10-2015 05:59,4/16/2015 5:59,6
5678,57,2,2,14117,12649,3,04-10-2015 06:20,04-12-2015 06:20,2
5679,57,1,8,11637,10790,3,04-10-2015 06:41,4/13/2015 6:41,3
5680,79,4,4,7905,7556,1,04-10-2015 07:02,4/14/2015 7:02,4
5681,409,3,3,1575,1504,1,04-10-2015 07:23,4/15/2015 7:23,5
5682,1591,1,1,12776,11571,1,04-10-2015 07:44,4/16/2015 7:44,6
5683,80,3,3,1460,1389,2,04-10-2015 08:26,04-12-2015 08:26,2
5684,80,4,4,2250,2160,1,04-10-2015 08:47,4/14/2015 8:47,4
5685,80,1,1,4411,4251,3,04-10-2015 09:29,4/16/2015 9:29,6
5686,80,4,4,7939,7590,3,04-10-2015 09:50,04-12-2015 09:50,2
5687,53,4,4,14387,12831,1,04-10-2015 10:11,4/13/2015 10:11,3
5688,62,2,6,2230,2140,1,04-10-2015 10:32,4/14/2015 10:32,4
5689,62,2,6,1385,1318,1,04-10-2015 10:53,4/15/2015 10:53,5
5690,62,4,4,13748,12300,1,04-10-2015 11:14,4/16/2015 11:14,6
5691,1501,1,1,3271,3155,1,04-10-2015 11:35,04-12-2015 11:35,2
5692,568,4,4,11182,10391,1,04-10-2015 11:56,4/13/2015 11:56,3
5693,1210,3,3,7083,6855,4,04-10-2015 12:17,04-11-2015 00:17,1
5694,1210,2,5,8051,7691,4,04-10-2015 12:38,04-11-2015 00:38,1
5695,67,2,2,5819,5624,4,04-10-2015 12:59,04-11-2015 00:59,1
5696,79,2,2,4116,3956,4,04-10-2015 13:42,04-11-2015 01:42,1
5697,79,1,1,12924,11544,4,04-10-2015 14:03,04-11-2015 02:03,1
5698,79,1,8,1188,1123,4,04-10-2015 14:24,04-11-2015 02:24,1
5699,79,2,6,14386,981,4,04-10-2015 14:45,04-11-2015 02:45,1
5700,79,4,4,6765,6555,4,04-10-2015 15:06,04-11-2015 03:06,1
5701,75,4,4,12886,11673,4,04-10-2015 15:27,04-11-2015 03:27,1
5702,75,4,4,8145,7785,4,04-10-2015 15:48,04-11-2015 03:48,1
5703,1474,4,4,3756,3619,1,04-10-2015 16:09,4/15/2015 16:09,5
5704,1474,1,1,5137,4964,1,04-10-2015 16:51,04-12-2015 16:51,2
5705,1474,2,2,3347,3230,1,04-10-2015 17:12,4/13/2015 17:12,3
5706,1474,3,3,4730,4568,1,04-10-2015 17:33,4/14/2015 17:33,4
5707,70,3,3,3312,3195,4,04-10-2015 17:54,04-11-2015 05:54,1
5708,70,1,1,1134,1069,4,04-10-2015 18:15,04-11-2015 06:15,1
5709,70,4,4,7733,430,2,04-10-2015 18:36,04-12-2015 18:36,2
5710,1118,1,1,4477,4316,3,04-10-2015 18:57,4/13/2015 18:57,3
5711,77,4,4,7061,961,1,04-10-2015 19:39,4/15/2015 19:39,5
5712,68,1,1,8151,7791,1,04-10-2015 20:21,04-12-2015 20:21,2
5713,68,2,7,8884,8491,2,04-10-2015 20:42,04-12-2015 20:42,2
5714,68,1,1,8739,8378,2,04-10-2015 21:03,04-12-2015 21:03,2
5715,68,2,6,2750,2659,2,04-10-2015 21:24,04-12-2015 21:24,2
5716,53,4,4,11649,10802,1,04-10-2015 21:45,4/16/2015 21:45,6
5717,408,1,1,17248,14392,2,04-10-2015 22:06,04-12-2015 22:06,2
5718,1468,4,4,12991,11766,2,04-10-2015 22:48,04-12-2015 22:48,2
5719,1468,4,4,7722,7403,2,04-10-2015 23:09,04-12-2015 23:09,2
5720,391,1,1,9517,9054,1,04-10-2015 23:51,04-12-2015 23:51,2
5721,391,1,1,13587,12155,1,04-11-2015 00:12,4/14/2015 0:12,3
5722,62,3,3,10722,10050,1,04-11-2015 00:33,4/15/2015 0:33,4
5723,62,1,1,4615,4454,1,04-11-2015 00:54,4/16/2015 0:54,5
5724,1509,2,6,9306,8850,1,04-11-2015 01:15,4/17/2015 1:15,6
5725,1118,4,4,14385,12830,1,04-11-2015 01:36,4/13/2015 1:36,2
5726,1118,1,1,9319,8863,1,04-11-2015 01:57,4/14/2015 1:57,3
5727,242,2,6,3540,3413,1,04-11-2015 02:18,4/15/2015 2:18,4
5728,242,4,4,2137,2049,1,04-11-2015 02:39,4/16/2015 2:39,5
5729,1214,2,7,12519,11440,1,04-11-2015 03:00,4/17/2015 3:00,6
5730,1214,4,4,10096,9544,1,04-11-2015 03:21,4/13/2015 3:21,2
5731,387,2,6,7583,7292,3,04-11-2015 03:42,4/14/2015 3:42,3
5732,387,3,3,4889,4724,3,04-11-2015 04:03,4/15/2015 4:03,4
5733,1264,1,1,3891,3751,3,04-11-2015 04:24,4/16/2015 4:24,5
5734,1505,2,2,14384,12829,1,04-11-2015 05:06,4/13/2015 5:06,2
5735,64,2,7,8681,8320,1,04-11-2015 05:27,4/14/2015 5:27,3
5736,64,3,3,6233,6037,2,04-11-2015 05:48,4/13/2015 5:48,2
5737,778,4,4,2221,2131,1,04-11-2015 06:09,4/16/2015 6:09,5
5738,778,2,6,2125,2037,1,04-11-2015 06:31,4/17/2015 6:31,6
5739,778,2,6,1791,1715,1,04-11-2015 06:52,4/13/2015 6:52,2
5740,321,4,4,13787,12333,1,04-11-2015 07:34,4/15/2015 7:34,4
5741,400,4,4,3285,3169,3,04-11-2015 08:16,4/17/2015 8:16,6
5742,50,1,8,7401,7133,1,04-11-2015 08:58,4/14/2015 8:58,3
5743,50,1,1,8656,8295,3,04-11-2015 09:19,4/15/2015 9:19,4
5744,50,4,4,271,271,1,04-11-2015 09:40,4/16/2015 9:40,5
5745,50,1,8,2244,2154,1,04-11-2015 10:01,4/17/2015 10:01,6
5746,50,3,3,18484,15141,1,04-11-2015 10:22,4/13/2015 10:22,2
5747,50,1,8,3823,3684,1,04-11-2015 10:43,4/14/2015 10:43,3
5748,50,1,1,11764,10917,1,04-11-2015 11:04,4/15/2015 11:04,4
5749,1277,4,4,894,889,3,04-11-2015 11:25,4/16/2015 11:25,5
5750,646,1,1,12904,11689,1,04-11-2015 12:28,4/14/2015 12:28,3
5751,1500,2,2,2842,2751,1,04-11-2015 12:49,4/15/2015 12:49,4
5752,59,2,2,4601,4440,1,04-11-2015 13:10,4/16/2015 13:10,5
5753,59,4,4,8462,8102,1,04-11-2015 13:31,4/17/2015 13:31,6
5754,59,3,3,7329,7067,1,04-11-2015 13:52,4/13/2015 13:52,2
5755,59,1,1,11183,10392,1,04-11-2015 14:13,4/14/2015 14:13,3
5756,1275,1,1,9434,8978,1,04-11-2015 14:34,4/15/2015 14:34,4
5757,92,1,1,17707,14656,1,04-11-2015 14:55,4/16/2015 14:55,5
5758,92,1,1,8214,7854,4,04-11-2015 15:16,04-12-2015 03:16,1
5759,79,1,8,12336,11340,4,04-11-2015 15:37,04-12-2015 03:37,1
5760,79,2,5,10749,10075,2,04-11-2015 16:19,4/13/2015 16:19,2
5761,79,4,4,200,200,1,04-11-2015 16:40,4/16/2015 16:40,5
5762,79,1,8,9291,8835,1,04-11-2015 17:01,4/17/2015 17:01,6
5763,1275,1,1,3286,3170,1,04-11-2015 17:22,4/13/2015 17:22,2
5764,1275,4,4,6212,6016,1,04-11-2015 17:43,4/14/2015 17:43,3
5765,1275,1,1,1641,1570,1,04-11-2015 18:04,4/15/2015 18:04,4
5766,77,2,6,3390,3272,1,04-11-2015 18:25,4/16/2015 18:25,5
5767,2466,3,3,10013,9463,3,04-11-2015 18:46,4/17/2015 18:46,6
5768,67,2,6,9003,8578,1,04-11-2015 19:28,4/14/2015 19:28,3
5769,3630,2,2,5698,5503,1,04-11-2015 20:10,4/16/2015 20:10,5
5770,404,4,4,5514,5328,1,04-11-2015 20:31,4/17/2015 20:31,6
5771,57,4,4,3974,3830,3,04-11-2015 20:52,4/13/2015 20:52,2
5772,388,3,3,10463,9874,1,04-11-2015 21:13,4/14/2015 21:13,3
5773,61,1,1,1369,1303,1,04-11-2015 21:34,4/15/2015 21:34,4
5774,3639,3,3,13955,12489,1,04-11-2015 21:55,4/16/2015 21:55,5
5775,64,2,2,6193,5997,1,04-11-2015 22:16,4/17/2015 22:16,6
5776,1219,2,6,7663,7350,1,04-11-2015 22:37,4/13/2015 22:37,2
5777,2164,1,1,3459,3337,1,04-11-2015 22:58,4/14/2015 22:58,3
5778,2164,1,1,5706,5511,1,04-11-2015 23:20,4/15/2015 23:20,4
5779,388,3,3,4735,4573,1,04-12-2015 00:23,4/14/2015 0:23,2
5780,67,1,1,15697,13734,1,04-12-2015 00:44,4/15/2015 0:44,3
5781,388,1,1,3626,3496,1,04-12-2015 01:05,4/16/2015 1:05,4
5782,388,4,4,17245,14389,1,04-12-2015 01:47,4/18/2015 1:47,6
5783,388,1,1,3200,3088,1,04-12-2015 02:08,4/14/2015 2:08,2
5784,388,1,8,13732,12285,1,04-12-2015 02:29,4/15/2015 2:29,3
5785,388,1,8,14464,12883,1,04-12-2015 02:50,4/16/2015 2:50,4
5786,388,4,4,2387,2297,1,04-12-2015 03:11,4/17/2015 3:11,5
5787,388,4,4,19317,15730,1,04-12-2015 03:32,4/18/2015 3:32,6
5788,388,4,9,1543,1472,1,04-12-2015 03:53,4/14/2015 3:53,2
5789,388,4,4,4520,4359,1,04-12-2015 04:14,4/15/2015 4:14,3
5790,388,1,1,6787,6576,1,04-12-2015 04:35,4/16/2015 4:35,4
5791,1321,2,6,6045,5849,1,04-12-2015 04:56,4/17/2015 4:56,5
5792,1321,3,3,5187,5014,1,04-12-2015 05:17,4/18/2015 5:17,6
5793,1509,2,6,2485,2395,1,04-12-2015 05:38,4/14/2015 5:38,2
5794,1917,1,1,769,764,2,04-12-2015 06:20,4/14/2015 6:20,2
5795,90,1,1,8604,8243,2,04-12-2015 07:02,4/14/2015 7:02,2
5796,253,2,2,2590,2499,1,04-12-2015 07:23,4/14/2015 7:23,2
5797,92,3,3,2727,2636,2,04-12-2015 07:44,4/14/2015 7:44,2
5798,1199,1,1,10505,9913,2,04-12-2015 08:05,4/14/2015 8:05,2
5799,1199,3,3,12773,11568,2,04-12-2015 08:26,4/14/2015 8:26,2
5800,2252,1,1,1386,1319,2,04-12-2015 08:47,4/14/2015 8:47,2
5801,53,1,8,4585,4424,3,04-12-2015 09:08,4/14/2015 9:08,2
5802,53,4,4,7543,7256,1,04-12-2015 09:29,4/15/2015 9:29,3
5803,53,4,4,6263,6067,1,04-12-2015 09:50,4/16/2015 9:50,4
5804,53,4,4,1802,1726,4,04-12-2015 10:11,04-12-2015 22:11,0
5805,1203,3,3,18651,15304,2,04-12-2015 10:32,4/14/2015 10:32,2
5806,1203,1,1,4497,4336,2,04-12-2015 10:53,4/14/2015 10:53,2
5807,1203,4,4,1696,1623,1,04-12-2015 11:14,4/15/2015 11:14,3
5808,246,3,3,14383,12828,1,04-12-2015 11:56,4/17/2015 11:56,5
5809,53,3,3,1977,1894,3,04-12-2015 12:17,4/18/2015 12:17,6
5810,53,2,6,14382,12827,3,04-12-2015 12:59,4/15/2015 12:59,3
5811,57,1,1,2535,2444,3,04-12-2015 13:41,4/17/2015 13:41,5
5812,57,2,6,13972,12504,1,04-12-2015 14:02,4/18/2015 14:02,6
5813,321,4,4,4251,4091,1,04-12-2015 14:23,4/14/2015 14:23,2
5814,1466,2,2,11422,10576,3,04-12-2015 14:44,4/15/2015 14:44,3
5815,1466,4,4,10507,9915,3,04-12-2015 15:05,4/16/2015 15:05,4
5816,67,2,6,4540,4379,3,04-12-2015 15:26,4/17/2015 15:26,5
5817,267,2,7,1223,1158,3,04-12-2015 15:47,4/18/2015 15:47,6
5818,267,4,4,18385,15045,3,04-12-2015 16:08,4/14/2015 16:08,2
5819,267,4,4,7155,6918,3,04-12-2015 16:30,4/15/2015 16:30,3
5820,267,1,1,4883,4718,3,04-12-2015 16:51,4/16/2015 16:51,4
5821,267,1,1,10337,9770,3,04-12-2015 17:33,4/18/2015 17:33,6
5822,1323,4,4,6408,6212,3,04-12-2015 17:54,4/14/2015 17:54,2
5823,1323,1,1,17303,14413,3,04-12-2015 18:15,4/15/2015 18:15,3
5824,1320,1,8,6336,6140,2,04-12-2015 18:57,4/14/2015 18:57,2
5825,90,1,1,5877,5682,1,04-12-2015 19:39,4/14/2015 19:39,2
5826,82,2,7,11787,10940,1,04-12-2015 20:00,4/15/2015 20:00,3
5827,1118,1,1,8085,7725,1,04-12-2015 20:21,4/16/2015 20:21,4
5828,242,1,1,4797,4635,1,04-12-2015 20:42,4/17/2015 20:42,5
5829,64,2,2,3353,3236,1,04-12-2015 21:03,4/18/2015 21:03,6
5830,64,3,3,4010,3861,2,04-12-2015 22:06,4/14/2015 22:06,2
5831,64,4,4,13782,12329,2,04-12-2015 22:27,4/14/2015 22:27,2
5832,64,2,2,7426,7157,2,04-12-2015 22:48,4/14/2015 22:48,2
5833,64,2,6,565,563,1,04-12-2015 23:09,4/14/2015 23:09,2
5834,53,1,1,10019,9469,1,04-12-2015 23:30,4/15/2015 23:30,3
5835,53,1,1,8061,7701,1,04-12-2015 23:51,4/16/2015 23:51,4
5836,53,1,1,13953,12487,2,4/13/2015 0:12,4/15/2015 0:12,2
5837,53,2,2,13693,1774,2,4/13/2015 0:33,4/15/2015 0:33,2
5838,53,2,6,13890,12431,1,4/13/2015 0:54,4/15/2015 0:54,2
5839,1218,4,4,7971,7619,1,4/13/2015 1:36,4/17/2015 1:36,4
5840,1218,2,2,2823,2732,1,4/13/2015 1:57,4/18/2015 1:57,5
5841,1218,2,6,14381,12826,1,4/13/2015 2:18,4/19/2015 2:18,6
5842,1279,1,1,12211,11261,4,4/13/2015 2:39,4/13/2015 14:39,0
5843,1279,2,6,4079,3921,4,4/13/2015 3:00,4/13/2015 15:00,0
5844,79,1,1,14380,12825,4,4/13/2015 3:21,4/13/2015 15:21,0
5845,79,1,1,10832,9822,4,4/13/2015 3:42,4/13/2015 15:42,0
5846,1118,2,2,3482,3360,4,4/13/2015 4:03,4/13/2015 16:03,0
5847,1375,1,1,4748,4586,3,4/13/2015 4:24,4/15/2015 4:24,2
5848,253,4,4,9298,8842,3,4/13/2015 5:06,4/17/2015 5:06,4
5849,411,1,1,2490,2400,3,4/13/2015 5:48,4/19/2015 5:48,6
5850,411,1,1,13775,12324,3,4/13/2015 6:30,4/16/2015 6:30,3
5851,411,1,1,3275,3159,1,4/13/2015 6:51,4/17/2015 6:51,4
5852,94,1,1,6846,6632,3,4/13/2015 7:12,4/18/2015 7:12,5
5853,1484,2,6,3740,3603,1,4/13/2015 7:33,4/19/2015 7:33,6
5854,1484,2,6,3981,3835,1,4/13/2015 7:54,4/15/2015 7:54,2
5855,1484,2,2,15350,13413,1,4/13/2015 8:15,4/16/2015 8:15,3
5856,82,2,2,14379,48,1,4/13/2015 8:36,4/17/2015 8:36,4
5857,82,1,1,13577,12146,1,4/13/2015 8:57,4/18/2015 8:57,5
5858,774,4,4,7623,7322,3,4/13/2015 9:19,4/19/2015 9:19,6
5859,774,3,3,1597,1526,1,4/13/2015 9:40,4/15/2015 9:40,2
5860,387,1,1,12937,11717,1,4/13/2015 10:01,4/16/2015 10:01,3
5861,1461,2,5,6161,5965,1,4/13/2015 10:43,4/18/2015 10:43,5
5862,61,1,1,16631,14087,1,4/13/2015 11:04,4/19/2015 11:04,6
5863,388,1,1,1160,1095,4,4/13/2015 11:25,4/13/2015 23:25,0
5864,1224,3,3,4022,3872,2,4/13/2015 11:46,4/15/2015 11:46,2
5865,1118,4,4,4669,4507,3,4/13/2015 12:07,4/17/2015 12:07,4
5866,85,4,4,13990,12522,3,4/13/2015 12:28,4/18/2015 12:28,5
5867,85,1,1,9234,8778,2,4/13/2015 12:49,4/15/2015 12:49,2
5868,85,4,4,9054,8618,1,4/13/2015 13:10,4/15/2015 13:10,2
5869,85,1,1,2404,2314,4,4/13/2015 13:31,4/14/2015 1:31,1
5870,57,1,1,10774,10096,2,4/13/2015 14:34,4/15/2015 14:34,2
5871,57,4,4,17272,14398,3,4/13/2015 14:55,4/15/2015 14:55,2
5872,83,2,2,10907,10194,3,4/13/2015 15:16,4/16/2015 15:16,3
5873,83,2,7,8829,8455,1,4/13/2015 15:58,4/18/2015 15:58,5
5874,70,2,5,12406,11384,1,4/13/2015 16:19,4/19/2015 16:19,6
5875,91,2,2,1454,1383,1,4/13/2015 16:40,4/15/2015 16:40,2
5876,3226,2,2,14378,12824,3,4/13/2015 17:01,4/16/2015 17:01,3
5877,2037,2,6,6203,6007,3,4/13/2015 17:22,4/17/2015 17:22,4
5878,57,4,4,7752,7431,2,4/13/2015 17:43,4/15/2015 17:43,2
5879,82,1,1,3031,2929,1,4/13/2015 18:04,4/19/2015 18:04,6
5880,1699,3,3,720,716,1,4/13/2015 18:25,4/15/2015 18:25,2
5881,242,1,1,3252,3136,1,4/13/2015 19:07,4/17/2015 19:07,4
5882,249,2,6,5230,5056,1,4/13/2015 19:28,4/18/2015 19:28,5
5883,1277,1,1,1592,1521,1,4/13/2015 19:49,4/19/2015 19:49,6
5884,391,2,2,5728,5533,1,4/13/2015 20:31,4/16/2015 20:31,3
5885,391,2,7,15513,13564,3,4/13/2015 20:52,4/17/2015 20:52,4
5886,388,3,3,4042,3892,2,4/13/2015 21:13,4/15/2015 21:13,2
5887,388,3,3,4521,4360,3,4/13/2015 21:34,4/19/2015 21:34,6
5888,53,2,6,17588,14576,3,4/13/2015 21:55,4/15/2015 21:55,2
5889,53,1,1,5665,5471,1,4/13/2015 22:16,4/16/2015 22:16,3
5890,397,2,5,3185,3073,3,4/13/2015 22:37,4/17/2015 22:37,4
5891,321,4,4,5532,5344,3,4/13/2015 22:58,4/18/2015 22:58,5
5892,321,1,1,6876,6659,3,4/13/2015 23:19,4/19/2015 23:19,6
5893,68,2,2,2186,2096,3,4/14/2015 0:01,4/17/2015 0:01,3
5894,64,1,1,930,924,3,4/14/2015 0:22,4/18/2015 0:22,4
5895,64,2,2,5021,4850,1,4/14/2015 0:43,4/19/2015 0:43,5
5896,1212,2,2,10475,9884,3,4/14/2015 1:04,4/20/2015 1:04,6
5897,79,1,1,1981,1898,1,4/14/2015 1:25,4/16/2015 1:25,2
5898,79,4,4,14350,12800,1,4/14/2015 1:46,4/17/2015 1:46,3
5899,387,3,3,108,108,1,4/14/2015 2:07,4/18/2015 2:07,4
5900,387,4,4,1291,1226,1,4/14/2015 2:29,4/19/2015 2:29,5
5901,1293,1,8,6664,6457,1,4/14/2015 3:11,4/16/2015 3:11,2
5902,1285,2,5,6373,6177,1,4/14/2015 3:32,4/17/2015 3:32,3
5903,1285,4,4,10043,9493,1,4/14/2015 3:53,4/18/2015 3:53,4
